 ,Area,Mean,Min,Max,Length,Length (mm),,,,
37,18,102.974,64.426,127.544,17.44,0.025978011,,,,
38,8,78.606,41.277,108.411,7.071,0.010532713,,,,
39,10,101.002,71.986,133.557,9.055,0.01348801,,,,
40,9,76.119,40.857,109.333,8.062,0.012008872,,,,
41,11,106.439,73.723,133.667,10.198,0.015190582,,,,
42,11,103.696,77.9,127.484,10.77,0.016042613,,,,
43,10,93.722,59.169,116.333,9.849,0.014670724,,,,
44,10,82.24,44.218,117,9.849,0.014670724,,,,
45,19,80.462,41.889,119.796,18.879,0.028121495,,,,
46,26,107.898,88.41,139.333,25.905,0.038587178,,,,
47,10,72.278,43.679,113.919,9.434,0.014052555,,,,
48,8,86.316,71.494,107,7.211,0.010741252,,,,
49,14,86.054,56.993,114.043,13.038,0.019420947,,,,
50,11,95.053,64.953,119.858,10.77,0.016042613,,,,
51,12,82.859,53.978,121.766,11.075,0.016496931,,,,
52,10,72.023,46.347,103.195,9.849,0.014670724,,,,
53,28,82.675,57.998,98.498,27.428,0.040855785,,,,
54,11,75.034,42.032,118,10.296,0.01533656,,,,
55,14,75.76,27.647,125.667,13.038,0.019420947,,,,
56,15,79.025,47.39,115,14.465,0.021546556,,,,
57,24,82.436,57.531,111.88,23.601,0.03515522,,,,
58,14,87.834,75.034,112.667,13,0.019364343,,,,
59,10,65.77,37.998,107.667,9.899,0.014745202,,,,
60,12,76.727,33.582,119.566,11.402,0.016984018,,,,
61,10,99.08,80.25,125.667,9.055,0.01348801,,,,
62,10,84.895,66.21,105.541,9.849,0.014670724,,,,
63,12,92.401,47.907,120,11.18,0.016653335,,,,
64,8,85.436,56.925,118,7.071,0.010532713,,,,
65,8,91.81,63.244,132,7.81,0.011633502,,,,
66,12,97.172,77.782,139.333,11.045,0.016452244,,,,
67,8,110.079,97.006,137.667,7.616,0.011344526,,,,
68,11,63.914,36.701,100,10.77,0.016042613,,,,
69,12,55.836,29.305,81.134,11.045,0.016452244,,,,
70,11,85.11,58.452,112,10.44,0.015551057,,,,
71,8,71.9,34.915,109.667,7.211,0.010741252,,,,
72,9,68.808,39.519,104,8.062,0.012008872,,,,
73,9,70.752,42.894,105,8.544,0.012726842,,,,
74,10,67.148,47.648,95.958,9.487,0.014131502,,,,
75,10,66.567,30.667,109,9,0.013406084,,,,
76,9,69.299,53.844,91.333,8.602,0.012813237,,,,
77,14,93.235,80.88,117.333,13.892,0.020693035,,,,
78,15,103.656,80.482,127.677,14.765,0.021993425,,,,
79,9,67.269,31.358,108,8.246,0.012282952,,,,
80,11,76.636,52,107.667,10,0.014895649,,,,
81,11,84.193,59.093,106.227,10,0.014895649,,,,
82,11,101.899,88.48,116.667,10,0.014895649,,,,
83,10,71.433,31.333,117.667,9,0.013406084,,,,
84,10,91.131,56.897,126,9.055,0.01348801,,,,
85,9,78.667,54.333,108,8,0.011916519,,,,
86,13,83.371,76.677,100,12.53,0.018664248,,,,
87,12,113.247,76.552,137.667,11.045,0.016452244,,,,
88,10,123.6,78.356,160.592,9.434,0.014052555,,,,
89,11,74.315,37.455,112.83,10.296,0.01533656,,,,
90,10,89.49,67.161,115.667,9.849,0.014670724,,,,
91,9,107.479,79.334,139.333,8.062,0.012008872,,,,
92,11,68.088,30.242,93,10.63,0.015834074,,,,
93,12,81.137,50.799,112.333,11.662,0.017371305,,,,
94,10,120.02,89.262,142.761,9.849,0.014670724,,,,
95,12,64.295,37.122,92.354,11.18,0.016653335,,,,
96,11,106.361,88.877,127.392,10.296,0.01533656,,,,
97,14,122.539,83.115,147.073,13.892,0.020693035,,,,
98,19,140.296,101.954,176.361,18.451,0.027483961,,,,
99,9,82.923,54.869,110.333,8.062,0.012008872,,,,
100,7,79.67,52.283,113.667,6.325,0.009421498,,,,
101,11,81.922,45.687,118,10.63,0.015834074,,,,
102,7,67.479,31.406,111.667,6.708,0.009992001,,,,
103,10,89.845,69.61,106.843,9.899,0.014745202,,,,
104,10,77.099,67.221,94.869,9.487,0.014131502,,,,
105,9,91.99,56.722,115.564,8.246,0.012282952,,,,
106,7,65.421,44.622,92.667,6.708,0.009992001,,,,
107,9,79.12,53.665,100.323,8.602,0.012813237,,,,
