STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TMAX,TMIN,TOBS,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/26/2018,,82,62,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/27/2018,,82,66,75,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/28/2018,,86,69,72,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/29/2018,,77,55,56,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/30/2018,,77,51,52,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/31/2018,,74,52,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/1/2018,,81,63,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/2/2018,,81,67,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/3/2018,,72,64,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/4/2018,,71,67,70,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/5/2018,,85,67,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/6/2018,,71,52,53,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/7/2018,,71,53,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/8/2018,,66,52,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/9/2018,,70,50,53,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/10/2018,,70,45,45,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/11/2018,,74,45,55,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/12/2018,,79,55,59,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/13/2018,,82,55,55,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/14/2018,,81,55,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/15/2018,,86,63,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/16/2018,,88,66,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/17/2018,,85,65,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/18/2018,,90,61,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/19/2018,,69,58,62,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/20/2018,,66,62,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/21/2018,,79,57,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/22/2018,,58,39,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/23/2018,,65,48,56,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/24/2018,,72,51,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/25/2018,,75,51,59,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/26/2018,,61,44,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/27/2018,,63,44,52,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/28/2018,,64,46,46,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/29/2018,,55,34,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/30/2018,,47,39,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/1/2018,,50,44,48,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/2/2018,,51,47,48,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/3/2018,,63,47,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/4/2018,,84,36,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/5/2018,,50,36,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/6/2018,,53,44,47,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/7/2018,,49,45,46,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/8/2018,,50,45,50,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/9/2018,,66,50,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/10/2018,,69,58,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/11/2018,,68,35,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/12/2018,,41,30,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/13/2018,,42,29,34,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/14/2018,,54,34,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/15/2018,,39,28,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/16/2018,,44,28,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/17/2018,,59,35,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/18/2018,,50,27,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/19/2018,,63,28,50,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/20/2018,,64,42,42,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/21/2018,,42,23,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/22/2018,,52,23,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/23/2018,,64,30,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/24/2018,,50,27,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/25/2018,,55,27,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/26/2018,,51,36,41,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/27/2018,,50,41,43,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/28/2018,,50,43,45,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/29/2018,,50,40,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/30/2018,,52,40,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/31/2018,,56,37,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/1/2018,,54,31,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/2/2018,,53,31,34,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/3/2018,,48,32,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/4/2018,,45,35,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/5/2018,,46,37,38,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/6/2018,,45,38,41,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/7/2018,,41,29,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/8/2018,,31,24,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/9/2018,,28,20,20,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/10/2018,,24,10,12,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/11/2018,,27,12,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/12/2018,,33,21,21,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/13/2018,,22,10,10,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/14/2018,,22,10,15,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/15/2018,,40,15,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/16/2018,,42,22,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/17/2018,,31,21,21,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/18/2018,,26,3,3,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/19/2018,,24,3,19,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/20/2018,,27,19,19,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/21/2018,,29,18,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/22/2018,,29,24,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/23/2018,,40,28,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/24/2018,,45,38,38,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/25/2018,,38,27,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/26/2018,,29,19,19,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/27/2018,,23,14,15,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/28/2018,,22,12,14,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/29/2018,,27,14,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/30/2018,,30,22,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/1/2018,,32,22,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/2/2018,,34,28,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/3/2018,,32,27,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/4/2018,,28,23,23,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/5/2018,,23,20,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/6/2018,,28,12,14,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/7/2018,,22,-2,1,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/8/2018,,22,1,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/9/2018,,24,6,6,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/10/2018,,27,6,13,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/11/2018,,22,7,8,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/12/2018,,29,7,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/13/2018,,29,23,23,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/14/2018,,32,23,23,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/15/2018,,37,14,15,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/16/2018,,43,13,26,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/17/2018,,42,23,23,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/18/2018,,38,19,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/19/2018,,45,27,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/20/2018,,42,32,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/21/2018,,35,26,26,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/22/2018,,27,24,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/23/2018,,31,23,26,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/24/2018,,30,14,14,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/25/2018,,27,14,26,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/26/2018,,35,26,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/27/2018,,37,29,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/28/2018,,45,33,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/29/2018,,33,18,18,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/30/2018,,21,15,19,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/31/2018,,32,19,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/1/2019,,30,13,13,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/2/2019,,20,6,14,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/3/2019,,24,13,18,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/4/2019,,37,18,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/5/2019,,45,22,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/6/2019,,48,25,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/7/2019,,42,28,41,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/8/2019,,43,30,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/9/2019,,35,9,9,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/10/2019,,18,8,11,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/11/2019,,24,11,19,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/12/2019,,29,18,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/13/2019,,32,26,26,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/14/2019,,32,19,19,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/15/2019,,28,19,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/16/2019,,32,17,17,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/17/2019,,26,15,23,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/18/2019,,27,12,13,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/19/2019,,14,6,6,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/20/2019,,11,-7,-5,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/21/2019,,6,-14,-5,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/22/2019,,14,-5,14,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/23/2019,,19,14,14,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/24/2019,,22,4,18,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/25/2019,,18,-15,-15,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/26/2019,,2,-17,-10,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/27/2019,,5,-15,-14,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/28/2019,,5,-14,4,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/29/2019,,11,-7,-7,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/30/2019,,-5,-29,-29,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/31/2019,,-15,-29,-29,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/1/2019,,-2,-30,-2,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/2/2019,,28,-2,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/3/2019,,49,28,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/4/2019,,44,39,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/5/2019,,40,8,10,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/6/2019,,21,10,18,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/7/2019,,26,17,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/8/2019,,24,-9,-9,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/9/2019,,1,-10,-8,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/10/2019,,17,-8,17,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/11/2019,,23,17,21,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/12/2019,,26,21,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/13/2019,,25,6,6,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/14/2019,,22,6,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/15/2019,,34,-5,-5,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/16/2019,,12,-5,0,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/17/2019,,25,0,17,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/18/2019,,23,4,10,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/19/2019,,25,-4,-2,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/20/2019,,26,-4,23,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/21/2019,,30,7,8,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/22/2019,,26,5,5,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/23/2019,,35,5,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/24/2019,,33,18,18,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/25/2019,,18,-4,-4,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/26/2019,,7,-4,2,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/27/2019,,8,2,7,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/28/2019,,15,-5,-1,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/1/2019,,19,-1,15,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/2/2019,,27,13,13,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/3/2019,,27,-8,-7,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/4/2019,,1,-18,-15,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/5/2019,,5,-15,-2,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/6/2019,,14,-4,3,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/7/2019,,21,0,1,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/8/2019,,26,1,17,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/9/2019,,38,17,29,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/10/2019,,37,25,25,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/11/2019,,31,16,16,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/12/2019,,33,12,20,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/13/2019,,40,20,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/14/2019,,46,36,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/15/2019,,50,31,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/16/2019,,37,21,21,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/17/2019,,37,20,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/18/2019,,33,23,23,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/19/2019,,41,23,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/20/2019,,47,25,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/21/2019,,40,30,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/22/2019,,48,30,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/23/2019,,47,23,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/24/2019,,54,32,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/25/2019,,51,23,29,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/26/2019,,44,22,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/27/2019,,49,22,38,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/28/2019,,63,35,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/29/2019,,51,31,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/30/2019,,46,31,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/31/2019,,38,20,25,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/1/2019,,39,20,34,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/2/2019,,51,32,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/3/2019,,52,26,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/4/2019,,53,27,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/5/2019,,43,35,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/6/2019,,57,37,45,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/7/2019,,69,45,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/8/2019,,62,39,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/9/2019,,74,38,38,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/10/2019,,62,31,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/11/2019,,34,31,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/12/2019,,36,32,34,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/13/2019,,34,31,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/14/2019,,37,31,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/15/2019,,44,25,25,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/16/2019,,56,25,43,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/17/2019,,65,43,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/18/2019,,58,40,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/19/2019,,48,36,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/20/2019,,60,32,45,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/21/2019,,70,45,59,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/22/2019,,83,45,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/23/2019,,,41,42,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/24/2019,,65,39,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/25/2019,,67,44,49,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/26/2019,,56,42,45,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/27/2019,,58,40,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/28/2019,,,28,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/29/2019,,,28,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/30/2019,,55,40,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/1/2019,,44,38,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/2/2019,,46,39,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/3/2019,,55,34,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/4/2019,,58,39,58,,,,,,,
